client_id,nom,genre,age,ville,email,date_inscription
C0963,Hugues Dijoux du Payet,H,32,Rabat,xdelannoy@gmail.com,2023-10-27
C0964,Henriette Gallet,F,45,Tanger,emmanuellebonnet@marion.com,2024-01-02
C0965,Xavier Da Costa de Hoareau,H,47,Marrakech,susanne90@orange.fr,2024-03-09
C0966,Margaux-Claudine Ferrand,F,26,Agadir,theophilegarcia@marie.fr,2024-03-21
C0967,François de la Nguyen,H,52,Rabat,gberger@live.com,2025-04-25
C0968,Éric-Alfred Joubert,H,48,Casablanca,huetjacqueline@hardy.com,2023-10-09
C0969,Sébastien du Julien,H,16,Fès,ble-gall@boulay.fr,2025-04-10
C0970,François Ruiz,H,46,Tanger,alebrun@wanadoo.fr,2023-06-22
C0971,Chantal Benard,F,25,Marrakech,charlotte32@orange.fr,2024-04-14
C0972,Auguste Chartier,H,51,Oujda,audrey81@ifrance.com,2023-12-04
C0973,Émile Garcia,H,36,Fès,suzannedubois@tele2.fr,2024-11-23
C0974,Louise Laine,F,36,Agadir,dfernandez@laposte.net,2024-02-01
C0975,Thibault-Honoré Ramos,H,52,Tanger,sfleury@tele2.fr,2024-01-16
C0976,Théophile du Millet,H,48,Casablanca,sauger@goncalves.org,2024-04-15
C0977,Isaac Colas,H,30,Casablanca,mgay@humbert.org,2023-06-14
C0978,Geneviève Philippe de Sauvage,F,20,Meknès,genevievecharrier@levy.com,2024-04-25
C0979,Joséphine Boutin,F,35,Tanger,robert71@philippe.com,2025-01-10
C0980,Jules Delattre,H,51,Meknès,mroger@noos.fr,2024-05-16
C0981,Franck Hamel,H,39,Fès,jules52@bouygtel.fr,2023-07-15
C0982,Marianne Bourgeois,F,52,Agadir,nicolegomez@orange.fr,2024-01-06
C0983,Bernard Roy de la Renard,H,45,Tanger,lopezhelene@delattre.net,2024-09-08
C0984,Virginie Monnier,F,28,Fès,gomezalphonse@le.com,2024-07-10
C0985,Édouard Leblanc,H,16,Oujda,hdelahaye@foucher.fr,2025-05-07
C0986,Raymond Coulon-Rodriguez,H,30,Tanger,gilles76@noos.fr,2025-04-11
C0987,Thierry Carpentier,H,37,Casablanca,wrousseau@tiscali.fr,2023-09-24
C0988,Christelle Turpin-Langlois,F,35,Rabat,lucy23@voila.fr,2025-04-05
C0989,Thibaut Jean,H,49,Fès,zoe09@langlois.net,2024-05-16
C0990,Juliette Pereira-Thomas,F,47,Casablanca,inesguibert@maillet.com,2023-08-01
C0991,Philippe-Charles Dias,H,33,Rabat,leroymartine@live.com,2023-12-30
C0992,Eugène-Gilles Rolland,H,30,Oujda,aurore93@joseph.fr,2024-03-23
C0993,Marine-Valérie Leconte,F,45,Rabat,duhamelvalerie@wanadoo.fr,2024-08-19
C0994,Antoine Gay,H,48,Marrakech,lucecharrier@benard.net,2024-09-16
C0995,Corinne Thibault Le Martinez,F,20,Casablanca,ines11@traore.net,2024-06-03
C0996,Élisabeth Munoz-Perrot,F,58,Marrakech,francoisleconte@voila.fr,2024-06-05
C0997,Martin Fontaine de la Buisson,H,34,Agadir,louischauvet@laposte.net,2024-03-15
C0998,Dominique Maillard,F,41,Tanger,texierchristiane@ifrance.com,2024-08-21
C0999,Élodie Colin,F,44,Agadir,clemencelombard@yahoo.fr,2025-02-26
C1000,Thibault Lefort du Olivier,H,20,Fès,aurelieparent@yahoo.fr,2024-06-19
